PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
MA,71650,"Boston-Cambridge-Nashua, MA-NH",31-9095,Pharmacy Aides,detailed,600,36.6,0.220,0.87,16.94,"35,230",4.3,12.27,13.31,15.19,21.11,23.82,"25,510","27,690","31,590","43,910","49,540",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"1,410",15.2,0.519,0.88,17.69,"36,790",3.3,11.03,12.64,17.36,21.31,24.53,"22,940","26,290","36,110","44,320","51,030",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",31-9097,Phlebotomists,detailed,"2,480",12.6,0.908,1.06,19.31,"40,160",1.6,14.38,16.50,18.86,22.13,24.44,"29,900","34,320","39,220","46,030","50,850",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",31-9099,"Healthcare Support Workers, All Other",detailed,870,16.8,0.317,0.49,17.78,"36,990",3.9,11.19,11.67,16.50,22.48,25.95,"23,280","24,280","34,330","46,760","53,970",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-0000,Protective Service Occupations,major,"60,930",1.9,22.346,0.93,27.38,"56,950",4.4,12.34,16.03,26.35,35.56,45.10,"25,670","33,340","54,810","73,960","93,810",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-1011,First-Line Supervisors of Correctional Officers,detailed,80,14.0,0.028,0.09,34.38,"71,510",5.3,25.32,27.19,30.31,39.17,51.32,"52,660","56,550","63,040","81,460","106,750",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-1012,First-Line Supervisors of Police and Detectives,detailed,"3,070",3.0,1.126,1.53,49.36,"102,660",1.4,33.67,39.21,47.45,59.02,71.66,"70,030","81,550","98,690","122,760","149,050",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,"2,070",4.5,0.759,1.84,45.18,"93,980",4.6,30.44,35.17,43.04,56.18,63.83,"63,310","73,140","89,520","116,850","132,770",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"1,750",3.4,0.641,1.23,23.83,"49,560",4.6,15.35,17.51,22.09,28.51,35.26,"31,920","36,420","45,950","59,300","73,350",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-2011,Firefighters,detailed,"8,340",3.4,3.058,1.36,30.83,"64,130",3.7,20.30,25.78,29.64,36.80,44.75,"42,230","53,610","61,650","76,540","93,080",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-2021,Fire Inspectors and Investigators,detailed,140,9.1,0.053,0.63,37.38,"77,760",6.4,20.80,28.39,41.21,46.86,50.25,"43,270","59,060","85,710","97,470","104,530",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-3012,Correctional Officers and Jailers,detailed,"5,450",4.5,1.998,0.66,32.43,"67,450",3.9,25.76,30.01,33.33,36.33,38.14,"53,580","62,420","69,330","75,580","79,340",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-3021,Detectives and Criminal Investigators,detailed,"1,450",1.7,0.531,0.72,47.15,"98,070",6.5,27.78,34.03,39.91,64.40,72.95,"57,790","70,790","83,010","133,950","151,740",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-3031,Fish and Game Wardens,detailed,40,31.6,0.013,0.31,19.53,"40,620",10.2,12.60,13.49,14.97,23.22,35.46,"26,220","28,070","31,130","48,290","73,750",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-3041,Parking Enforcement Workers,detailed,280,11.8,0.102,1.67,22.04,"45,850",4.9,13.91,17.41,21.98,26.22,30.71,"28,940","36,210","45,720","54,530","63,880",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-3051,Police and Sheriff's Patrol Officers,detailed,"12,340",2.3,4.527,0.97,33.85,"70,400",2.5,23.06,27.84,33.39,39.24,47.33,"47,960","57,910","69,450","81,630","98,440",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-9011,Animal Control Workers,detailed,310,19.5,0.112,1.26,21.22,"44,140",2.1,11.95,16.86,20.73,25.97,30.06,"24,860","35,070","43,110","54,020","62,520",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-9021,Private Detectives and Investigators,detailed,700,41.8,0.257,1.18,31.58,"65,700",19.3,11.63,17.73,35.08,43.95,48.93,"24,190","36,880","72,960","91,410","101,780",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-9032,Security Guards,detailed,"17,780",4.4,6.521,0.84,16.58,"34,480",2.6,11.57,12.88,15.09,18.97,24.00,"24,070","26,790","31,390","39,450","49,920",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-9091,Crossing Guards,detailed,"1,130",6.1,0.416,0.78,15.68,"32,620",3.0,11.00,11.27,14.83,18.59,23.15,"22,890","23,450","30,850","38,670","48,160",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"2,550",8.3,0.936,0.92,13.04,"27,120",1.5,11.07,11.42,12.05,13.80,15.96,"23,030","23,760","25,070","28,710","33,200",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-9093,Transportation Security Screeners,detailed,"1,030",0.0,0.378,1.27,19.80,"41,180",3.6,16.98,16.99,19.60,20.41,22.89,"35,330","35,340","40,780","42,460","47,610",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",33-9099,"Protective Service Workers, All Other",detailed,"1,630",10.6,0.598,0.63,17.87,"37,160",6.2,11.01,11.70,14.60,20.75,30.71,"22,900","24,330","30,370","43,160","63,890",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-0000,Food Preparation and Serving Related Occupations,major,"221,620",1.0,81.285,0.88,14.45,"30,050",0.9,11.01,11.27,12.30,15.86,20.77,"22,890","23,440","25,590","32,990","43,210",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-1011,Chefs and Head Cooks,detailed,"3,660",8.5,1.344,1.46,28.41,"59,100",3.3,16.39,21.71,28.48,34.77,39.70,"34,100","45,150","59,240","72,320","82,570",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"13,830",5.1,5.072,0.78,19.48,"40,520",1.6,12.50,14.26,18.04,23.81,29.44,"25,990","29,650","37,530","49,520","61,240",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-2011,"Cooks, Fast Food",detailed,"4,570",14.8,1.677,0.47,12.56,"26,130",2.4,11.00,11.01,11.73,13.65,16.33,"22,890","22,900","24,400","28,390","33,960",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-2012,"Cooks, Institution and Cafeteria",detailed,"5,230",5.9,1.917,0.68,17.78,"36,990",1.8,12.53,14.56,17.23,20.77,24.34,"26,060","30,270","35,830","43,200","50,620",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-2014,"Cooks, Restaurant",detailed,"22,340",5.0,8.195,0.92,15.11,"31,440",1.6,11.39,12.13,14.32,17.44,20.69,"23,700","25,220","29,790","36,280","43,040",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-2015,"Cooks, Short Order",detailed,"3,210",15.2,1.178,0.96,16.29,"33,880",10.1,11.01,11.50,13.32,16.10,18.55,"22,900","23,930","27,710","33,480","38,590",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-2019,"Cooks, All Other",detailed,120,20.3,0.045,0.40,17.17,"35,710",4.7,12.51,13.54,15.42,20.81,23.31,"26,020","28,170","32,070","43,270","48,490",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-2021,Food Preparation Workers,detailed,"11,920",8.5,4.373,0.75,13.86,"28,830",1.2,11.04,11.48,12.68,15.19,18.66,"22,950","23,880","26,380","31,590","38,810",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-3011,Bartenders,detailed,"12,850",6.8,4.712,1.10,14.92,"31,040",6.0,11.00,11.01,11.71,15.88,21.73,"22,880","22,890","24,350","33,020","45,200",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,"47,500",5.4,17.422,0.69,12.63,"26,270",0.9,11.00,11.14,11.70,13.24,16.81,"22,890","23,170","24,340","27,530","34,960",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,"16,890",12.0,6.196,1.85,12.21,"25,390",1.2,11.00,11.12,11.57,12.34,14.80,"22,890","23,120","24,070","25,670","30,790",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-3031,Waiters and Waitresses,detailed,"48,950",3.0,17.953,0.99,14.71,"30,590",2.7,11.00,11.01,12.18,16.67,22.09,"22,890","22,900","25,340","34,660","45,960",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-3041,"Food Servers, Nonrestaurant",detailed,"3,890",8.9,1.426,0.77,13.23,"27,510",1.7,11.01,11.29,11.90,14.25,17.77,"22,890","23,480","24,750","29,630","36,960",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"6,510",10.5,2.389,0.78,13.45,"27,980",1.8,11.00,11.13,12.48,14.69,18.09,"22,890","23,160","25,950","30,550","37,620",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-9021,Dishwashers,detailed,"11,110",5.1,4.076,1.15,12.85,"26,720",1.0,11.01,11.29,11.87,13.67,17.05,"22,900","23,490","24,690","28,430","35,470",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"8,260",8.4,3.030,1.04,13.00,"27,050",1.5,11.00,11.29,12.42,14.25,16.08,"22,890","23,490","25,830","29,640","33,450",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,770,18.7,0.281,0.71,17.32,"36,030",11.0,11.01,11.87,17.49,22.42,24.23,"22,900","24,690","36,380","46,640","50,400",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"80,250",3.4,29.432,0.95,17.66,"36,730",1.0,11.50,13.15,16.70,21.12,25.42,"23,920","27,350","34,730","43,920","52,860",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"3,640",7.8,1.334,1.23,23.11,"48,080",2.1,15.08,17.35,21.81,27.86,34.78,"31,360","36,080","45,370","57,950","72,350",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"2,050",11.7,0.750,1.07,27.66,"57,540",2.2,18.00,21.82,27.33,32.54,38.43,"37,430","45,380","56,850","67,690","79,930",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"44,300",5.6,16.248,1.07,17.26,"35,900",1.5,11.45,12.99,16.45,20.76,24.81,"23,810","27,020","34,220","43,170","51,610",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",37-2012,Maids and Housekeeping Cleaners,detailed,"14,200",7.4,5.206,0.80,15.64,"32,530",2.2,11.21,12.01,15.08,18.65,22.08,"23,320","24,970","31,360","38,800","45,920",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",37-2019,"Building Cleaning Workers, All Other",detailed,**,**,**,**,15.78,"32,810",2.7,12.78,13.63,15.04,17.50,19.98,"26,580","28,340","31,280","36,390","41,550",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",37-2021,Pest Control Workers,detailed,"1,030",12.5,0.376,0.71,22.23,"46,240",6.4,13.50,15.44,23.14,27.10,29.83,"28,070","32,120","48,130","56,370","62,040",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",37-3011,Landscaping and Groundskeeping Workers,detailed,"13,850",7.2,5.078,0.79,17.44,"36,270",1.8,11.74,13.52,16.51,19.89,24.72,"24,420","28,120","34,350","41,370","51,410",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,**,**,**,**,19.51,"40,590",8.1,13.32,15.54,19.58,23.16,26.50,"27,710","32,320","40,720","48,170","55,120",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",37-3013,Tree Trimmers and Pruners,detailed,760,34.3,0.279,0.97,22.30,"46,390",5.3,14.66,18.71,22.97,26.58,29.48,"30,490","38,910","47,770","55,290","61,310",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",37-3019,"Grounds Maintenance Workers, All Other",detailed,**,**,**,**,27.54,"57,290",4.1,23.62,26.54,28.81,30.22,30.96,"49,140","55,190","59,920","62,860","64,390",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-0000,Personal Care and Service Occupations,major,"106,010",1.9,38.882,1.07,16.17,"33,630",1.1,11.23,12.29,13.95,16.75,24.16,"23,360","25,570","29,010","34,850","50,240",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-1021,First-Line Supervisors of Personal Service Workers,detailed,"4,070",6.0,1.492,1.00,22.72,"47,250",2.1,14.87,17.26,21.12,26.65,34.51,"30,940","35,900","43,920","55,420","71,770",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-2011,Animal Trainers,detailed,270,39.4,0.098,0.97,17.80,"37,030",5.5,11.11,12.16,16.16,23.05,28.05,"23,110","25,300","33,610","47,940","58,350",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-2021,Nonfarm Animal Caretakers,detailed,"3,500",11.5,1.285,0.96,13.95,"29,010",2.7,11.01,11.34,12.20,15.41,20.17,"22,890","23,590","25,370","32,040","41,950",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-3021,Motion Picture Projectionists,detailed,**,**,**,**,16.11,"33,510",8.5,11.79,13.66,15.69,18.31,20.69,"24,520","28,400","32,640","38,080","43,030",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"1,850",8.0,0.679,0.78,12.34,"25,660",1.6,11.01,11.15,11.63,12.41,14.94,"22,890","23,180","24,180","25,820","31,070",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-3091,Amusement and Recreation Attendants,detailed,"3,110",15.4,1.142,0.52,13.37,"27,810",2.5,11.00,11.24,11.92,14.77,18.53,"22,890","23,370","24,790","30,730","38,550",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-3092,Costume Attendants,detailed,40,26.6,0.016,0.36,23.26,"48,390",6.0,16.32,19.39,21.97,24.69,33.17,"33,950","40,340","45,700","51,350","69,000",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,220,21.6,0.081,0.65,13.83,"28,770",2.7,11.01,11.36,12.49,16.11,18.47,"22,900","23,620","25,970","33,510","38,420",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-4021,Funeral Attendants,detailed,430,34.9,0.157,0.64,18.79,"39,090",8.4,11.22,12.69,19.34,23.69,28.09,"23,340","26,400","40,230","49,270","58,430",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,670,28.5,0.247,1.38,38.62,"80,340",13.5,17.90,27.51,36.26,44.65,71.88,"37,240","57,210","75,410","92,870","149,520",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-5011,Barbers,detailed,**,**,**,**,20.54,"42,730",9.8,15.38,17.20,20.66,23.50,27.65,"32,000","35,770","42,960","48,880","57,500",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"9,360",10.5,3.435,1.39,18.33,"38,120",4.2,11.01,11.70,15.60,23.09,29.77,"22,890","24,340","32,450","48,030","61,910",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-5092,Manicurists and Pedicurists,detailed,"4,210",20.7,1.542,2.11,12.78,"26,580",2.4,11.11,11.38,11.84,13.77,15.41,"23,110","23,660","24,630","28,630","32,050",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-5093,Shampooers,detailed,430,21.8,0.159,1.71,11.76,"24,470",1.7,11.00,11.01,11.39,12.09,13.65,"22,890","22,890","23,690","25,140","28,400",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-5094,Skincare Specialists,detailed,"1,010",16.7,0.371,1.18,21.00,"43,670",6.6,11.62,13.52,19.84,24.54,38.81,"24,160","28,110","41,270","51,050","80,730",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-6011,Baggage Porters and Bellhops,detailed,590,12.1,0.218,0.73,13.26,"27,590",5.3,11.00,11.01,11.72,14.25,18.84,"22,890","22,900","24,370","29,630","39,180",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-6012,Concierges,detailed,"1,440",21.7,0.527,2.10,18.25,"37,970",2.8,12.15,14.51,18.16,21.67,24.13,"25,260","30,180","37,770","45,060","50,190",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-7010,Tour and Travel Guides,detailed,"1,730",19.8,0.635,1.96,15.57,"32,380",7.1,11.25,11.73,13.33,19.56,22.91,"23,400","24,390","27,720","40,690","47,650",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-9011,Childcare Workers,detailed,"10,740",5.9,3.939,1.00,13.96,"29,040",1.4,11.01,11.41,12.90,15.91,18.60,"22,890","23,740","26,820","33,090","38,680",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-9021,Personal Care Aides,detailed,"42,020",3.2,15.411,1.08,13.86,"28,840",0.7,12.26,12.86,13.76,14.65,15.48,"25,500","26,760","28,610","30,460","32,200",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-9031,Fitness Trainers and Aerobics Instructors,detailed,"8,540",7.0,3.132,1.59,27.95,"58,140",4.1,11.35,15.77,25.38,37.88,48.46,"23,600","32,800","52,790","78,790","100,810",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-9032,Recreation Workers,detailed,"6,360",6.2,2.331,0.94,14.92,"31,030",1.5,11.01,11.36,13.00,17.16,22.33,"22,890","23,630","27,040","35,680","46,450",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-9041,Residential Advisors,detailed,"4,760",14.1,1.745,2.25,15.38,"31,990",2.1,11.88,13.09,14.51,16.60,19.91,"24,720","27,240","30,190","34,530","41,420",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",39-9099,"Personal Care and Service Workers, All Other",detailed,320,27.0,0.117,0.29,19.75,"41,090",10.3,9.60,12.49,20.84,24.34,29.32,"19,960","25,990","43,350","50,630","60,990",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-0000,Sales and Related Occupations,major,"251,570",1.3,92.270,0.91,24.39,"50,740",1.4,11.02,11.55,15.06,29.53,48.69,"22,910","24,030","31,320","61,420","101,280",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"20,030",3.3,7.347,0.87,23.06,"47,970",1.8,12.79,14.91,19.91,27.59,37.29,"26,600","31,020","41,420","57,400","77,570",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"4,720",5.3,1.731,0.98,45.75,"95,150",2.1,25.42,30.71,39.97,57.65,74.68,"52,870","63,880","83,130","119,920","155,330",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-2011,Cashiers,detailed,"55,760",3.3,20.450,0.82,12.14,"25,240",0.9,11.00,11.07,11.50,12.10,14.55,"22,880","23,030","23,920","25,160","30,250",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-2021,Counter and Rental Clerks,detailed,"5,700",8.8,2.089,0.67,17.12,"35,620",2.4,11.14,12.02,14.61,20.98,27.13,"23,160","25,000","30,380","43,630","56,430",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-2022,Parts Salespersons,detailed,"2,500",6.7,0.916,0.52,17.78,"36,990",2.3,11.60,13.07,16.15,21.39,27.12,"24,130","27,190","33,580","44,490","56,400",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-2031,Retail Salespersons,detailed,"76,880",2.2,28.198,0.90,14.21,"29,550",1.3,11.01,11.25,11.85,14.64,20.21,"22,890","23,400","24,640","30,460","42,030",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-3011,Advertising Sales Agents,detailed,"2,390",9.4,0.875,0.91,34.90,"72,590",2.7,19.86,23.36,31.61,41.00,53.75,"41,310","48,590","65,740","85,280","111,790",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-3021,Insurance Sales Agents,detailed,"5,310",11.5,1.947,0.72,42.77,"88,960",6.0,17.42,24.43,33.60,48.09,82.02,"36,240","50,820","69,880","100,020","170,600",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"11,190",9.1,4.106,1.50,55.48,"115,390",4.6,19.14,25.89,41.02,68.46,#,"39,810","53,860","85,310","142,390",#,,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-3041,Travel Agents,detailed,"1,780",5.3,0.652,1.38,21.03,"43,740",3.6,11.49,16.17,20.13,25.53,29.42,"23,910","33,630","41,880","53,100","61,190",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-3099,"Sales Representatives, Services, All Other",detailed,**,**,**,**,36.61,"76,150",1.7,17.38,23.39,31.37,43.12,61.13,"36,140","48,660","65,250","89,680","127,140",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"17,260",7.1,6.331,2.76,47.25,"98,280",1.8,23.80,30.63,41.57,57.49,76.72,"49,500","63,720","86,460","119,570","159,580",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"18,300",3.9,6.713,0.69,37.88,"78,800",2.2,17.60,23.45,31.12,46.38,66.65,"36,610","48,780","64,740","96,470","138,630",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-9011,Demonstrators and Product Promoters,detailed,**,**,**,**,17.04,"35,440",5.7,11.39,12.18,14.44,20.19,27.47,"23,690","25,330","30,030","41,990","57,130",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-9021,Real Estate Brokers,detailed,830,15.5,0.305,1.07,48.83,"101,560",9.2,20.39,28.72,45.40,68.43,79.04,"42,410","59,740","94,430","142,320","164,400",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-9022,Real Estate Sales Agents,detailed,"2,150",18.3,0.789,0.76,29.88,"62,160",5.4,16.11,22.91,27.90,35.24,46.18,"33,510","47,640","58,040","73,300","96,060",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-9031,Sales Engineers,detailed,"4,100",7.8,1.502,3.02,52.05,"108,270",2.5,30.98,35.84,48.54,62.89,76.70,"64,430","74,550","100,960","130,810","159,540",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-9041,Telemarketers,detailed,"2,310",13.5,0.848,0.64,19.88,"41,350",7.9,11.19,11.66,15.91,25.71,39.21,"23,280","24,240","33,100","53,470","81,560",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",41-9099,"Sales and Related Workers, All Other",detailed,"1,070",17.0,0.392,0.60,25.14,"52,300",6.2,11.00,11.57,22.26,29.97,42.78,"22,890","24,060","46,290","62,340","88,990",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-0000,Office and Administrative Support Occupations,major,"387,620",1.0,142.169,0.92,21.52,"44,760",0.5,11.85,15.30,20.16,26.65,32.29,"24,650","31,810","41,930","55,430","67,170",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"30,370",1.9,11.139,1.09,31.42,"65,360",0.7,18.97,23.80,30.01,37.57,46.42,"39,460","49,500","62,410","78,140","96,560",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-2011,"Switchboard Operators, Including Answering Service",detailed,"1,370",8.6,0.503,0.89,16.18,"33,660",2.3,11.49,12.91,15.79,18.77,22.57,"23,900","26,850","32,840","39,050","46,940",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-2021,Telephone Operators,detailed,130,34.3,0.049,1.10,16.87,"35,090",2.7,11.80,13.22,16.75,19.26,22.94,"24,530","27,500","34,840","40,070","47,710",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-3011,Bill and Account Collectors,detailed,"5,090",9.3,1.867,0.98,21.02,"43,730",2.1,13.21,16.05,19.63,25.14,30.10,"27,480","33,380","40,840","52,280","62,620",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-3021,Billing and Posting Clerks,detailed,"7,750",5.2,2.843,0.85,21.12,"43,930",1.0,15.28,17.33,20.52,24.15,29.07,"31,780","36,050","42,690","50,230","60,480",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"34,940",2.8,12.813,1.19,22.57,"46,950",0.9,13.83,17.57,22.21,27.38,31.48,"28,760","36,550","46,210","56,950","65,490",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-3051,Payroll and Timekeeping Clerks,detailed,"3,170",9.5,1.163,1.08,24.02,"49,970",2.2,16.35,19.45,23.86,28.50,32.20,"34,010","40,460","49,620","59,280","66,980",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-3061,Procurement Clerks,detailed,940,6.9,0.345,0.70,22.41,"46,610",1.2,15.47,18.05,22.27,26.52,30.01,"32,180","37,540","46,320","55,170","62,420",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-3071,Tellers,detailed,"6,520",7.0,2.390,0.69,15.36,"31,950",1.6,11.55,12.88,14.61,17.42,20.61,"24,030","26,800","30,390","36,240","42,860",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-3099,"Financial Clerks, All Other",detailed,670,21.2,0.245,1.08,25.05,"52,100",5.8,15.13,18.50,23.27,30.09,39.79,"31,470","38,490","48,390","62,590","82,750",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-4011,Brokerage Clerks,detailed,"2,150",12.9,0.787,1.90,27.07,"56,300",1.8,18.79,21.43,25.52,30.60,37.93,"39,080","44,580","53,070","63,650","78,900",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-4021,Correspondence Clerks,detailed,290,25.3,0.108,2.41,20.78,"43,210",3.6,13.53,16.59,20.71,24.85,28.88,"28,140","34,510","43,070","51,690","60,080",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",43-4031,"Court, Municipal, and License Clerks",detailed,"1,940",3.8,0.713,0.76,23.82,"49,540",1.7,15.99,20.02,23.33,27.90,31.64,"33,260","41,630","48,520","58,040","65,810",,
